# bpm	bsc	adv	ext	title	artist
45.0	5.0	7.0	9.8	Pee-wee Boogie	ARM
50.0	3.0	8.0	9.9	Fox4-Raize-	Getty vs. DJ DiA
61.0	5.0	8.0	9.7	嘆きの樹 (BEMANI SYMPHONY Arr.)	金獅子 × Nagiha & Osamu Kubota + gaQdan
69.0	2.0	3.0	5.0	風になりたい	THE BOOM
69.0	3.0	7.0	8.0	カーニバる？	ナオト・インティライミ
70.0	3.0	5.0	9.1	飽和世界	猫叉Master
70.0	4.0	7.0	10.5	Puberty Dysthymia	BEMANI Sound Team "person09"
72.0	2.0	6.0	9.6	華麗なる！音戯探偵ひなビタ♫	音戯探偵ひなビタ♫
80.0	2.0	5.0	7.0	遠く遠く離れていても…	日向美ビタースイーツ♪
80.0	3.0	6.0	9.7	ハンガリー舞曲 第5番 (jubeat version)	H.D.5 Orchestra
82.0	3.0	4.0	6.0	粉雪	レミオロメン
83.0	4.0	9.2	10.3	Slluuddggee	Hommarju
84.0	1.0	4.0	5.0	LANA - ココロノキオク -	TOMOSUKE×Jazzin'park
84.0	2.0	5.0	7.0	LANA - キロクノカケラ - [ 2 ]	TOMOSUKE×Jazzin'park
84.0	3.0	6.0	7.0	LANA - キロクノカケラ -	TOMOSUKE×Jazzin'park
85.0	2.0	5.0	7.0	花のやくそく	日向美ビタースイーツ♪
85.0	3.0	5.0	9.1	妖隠し -あやかしかくし-	DJ TOTTO feat.3L
86.0	4.0	6.0	9.6	nostos	Setaria Virtuoso
87.0	1.0	3.0	5.0	フレーフレーわたし	足立佳奈
87.0	2.0	5.0	8.0	高嶺の花子さん	back number
88.0	3.0	7.0	9.0	ミラクル・スイート・スイーツ・マジック！！	日向美ビタースイーツ♪
90.0	1.0	3.0	6.0	Initial song	40mP
90.0	3.0	5.0	7.0	A Perfect Sky	BONNIE PINK
90.0	3.0	8.0	9.6	STULTI	MAX MAXIMIZER VS DJ TOTTO
90.0	6.0	10.3	10.6	Couleur=Blanche	#FFFFFF
90.0	7.0	9.2	10.6	JOMANDA	DJ YOSHITAKA
92.0	1.0	3.0	8.0	Pretender	Official髭男dism
92.0	1.0	5.0	6.0	とってもとっても、ありがとう。	日向美ビタースイーツ♪
92.0	2.0	5.0	7.0	空言の海 ～咲子 edition～	日向美ビタースイーツ♪
92.0	5.0	8.0	10.1	Everlasting Message (BEMANI SYMPHONY Arr.)	ぺのれり × Osamu Kubota + gaQdan
93.0	5.0	8.0	10.6	POLICY BREAK Medley from SOUND VOLTEX×jubeat	United Composers from jubeat
94.0	1.0	4.0	6.0	クラゲファンタジーソーダ	日向美ビタースイーツ♪
94.0	2.0	5.0	6.0	キセキ	GReeeeN
94.0	2.0	5.0	7.0	キセキ [ 2 ]	GReeeeN
95.0	2.0	4.0	8.0	砂の惑星 feat.初音ミク	ハチ
95.0	4.0	7.0	10.2	Sahara	Hommarju
96.0	1.0	4.0	6.0	打上花火	DAOKO×米津玄師
96.0	2.0	5.0	7.0	Lovin' Life	FUNKY MONKEY BABYS
96.0	2.0	5.0	8.0	Endless Chain～2人でトリガーをひこう～	私立BEMANI学園軽音楽部
96.0	2.0	7.0	8.0	大藝術家 -The Great Artist-	蔡依林 -Jolin Tsai-
96.0	2.0	7.0	9.0	椀・of・Relaxation	A応P
98.0	1.0	4.0	6.0	素直になれたら	JUJU
98.0	2.0	4.0	8.0	あおばの足音	駄菓子O型
100.0	2.0	7.0	8.0	Lost Boy	SEAMO
100.0	3.0	6.0	9.3	IGNITE THE IRON HEART	BEMANI Sound Team "L.E.D."
100.0	4.0	7.0	9.3	starmine (BEMANI SYMPHONY Arr.)	Ryu☆ × デビン木下 + gaQdan
100.0	4.0	7.0	9.4	たたえよ！絶対覇権アリーシャ帝国	Blanc Bunny Bandit
100.0	5.0	8.0	10.7	ピアノ独奏無言歌 "灰燼"	BEMANI Sound Team "Virkato Wakhmaninov"
102.0	2.0	3.0	5.0	こんなに近くで…	Crystal Kay
102.0	2.0	7.0	8.0	廻る季節のゆく先に	中島由貴
103.0	1.0	5.0	8.0	Sunshine Girl	moumoon
103.0	2.0	5.0	8.0	愛する覚悟	シシド・カフカ
104.0	2.0	6.0	9.2	さよなら世界 (BEMANI SYMPHONY Arr.)	猫叉Master Arranged by ござ
105.0	1.0	6.0	8.0	ETERNAL BLAZE	水樹奈々
105.0	2.0	4.0	6.0	I'M IN THE MOOD FOR DANCING	Nolans
105.0	2.0	5.0	8.0	変わりゆく時間とノスタルジアと	あずときだしゅんすけ
105.0	3.0	6.0	8.0	ANTI-HERO	SEKAI NO OWARI
105.0	3.0	8.0	9.7	アイネクライネ	→Pia-no-jaC←
105.0	5.0	8.0	9.7	Passion	KAN TAKAHIKO
106.0	1.0	5.0	7.0	マリーゴールド	あいみょん
106.0	2.0	6.0	8.0	Flying Soda	猫叉Master feat.林ももこ
106.0	3.0	6.0	9.3	ディアブロ	水曜日のカンパネラ
106.0	4.0	7.0	9.7	追憶のアラウカリア	Cororo
107.0	2.0	5.0	8.0	人生は素晴らしい物語。(Dear Japan Remix)	ハジ→
107.0	3.0	7.0	9.8	Crosswind	Mutsuhiko Izumi
108.0	2.0	4.0	7.0	一色	NANA starring MIKA NAKASHIMA
108.0	2.0	6.0	8.0	じもとっこスイーツ♪	ホララ・ホリック with 日向美ビタースイーツ♪
108.0	2.0	7.0	8.0	GyaShan	Lollipop
109.0	2.0	5.0	6.0	YELL ～エール～	コブクロ
109.0	4.0	6.0	8.0	Summer Holiday	達見 恵 featured by 佐野宏晃
110.0	1.0	3.0	4.0	Good bye little girl	Mi
110.0	1.0	6.0	8.0	アンビリーバボー feat.TAKUYA	mihimaru GT
110.0	2.0	5.0	8.0	空の飛び方	日向美ビタースイーツ♪
110.0	3.0	5.0	6.0	とびっきりのふわっふわ	日向美ビタースイーツ♪
110.0	3.0	5.0	7.0	sweet sweet everytime sweet	海老名菜々（CV:影山灯）
110.0	3.0	6.0	8.0	Silent Scream	Akira Yamaoka, Mary Elizabeth McGlynn
110.0	3.0	7.0	9.3	妄想感傷代償連盟	DECO*27
110.0	3.0	8.0	9.0	纒	ET-KING
111.0	1.0	5.0	7.0	ちっぽけな勇気	FUNKY MONKEY BABYS
111.0	3.0	6.0	8.0	サヨナラ・ヘヴン	猫叉Master
111.0	3.0	7.0	9.3	サヨナラ・ヘヴン (BEMANI SYMPHONY Arr.)	猫叉Master × Morrigan feat.Lily + gaQdan
111.0	3.0	8.0	10.4	サヨナラ・ヘヴン [ 2 ]	猫叉Master
112.0	2.0	8.0	9.0	INFORMER	lecca
112.0	3.0	5.0	9.0	LUCKY-YO!!	だいやぁ☆もんど
112.0	3.0	7.0	8.0	HALLUCINATION	UZUMAKI
112.0	4.0	7.0	9.7	Evans ～NOSTALGIA Ver. ～	DJ YOSHITAKA Arranged by まらしぃ
113.0	1.0	4.0	7.0	倉野川音頭	日向美ビタースイーツ♪＆ひなちくん
113.0	2.0	5.0	8.0	From⑨Girl	uno (IOSYS) × 越田Rute隆人&あき (A-One)
113.0	2.0	6.0	8.0	がんばれゴエモン　～ ビーストメドレー ～	96
114.0	1.0	5.0	8.0	スミスえかきうた	jubeat staff
115.0	2.0	6.0	9.0	Catch Me	DJ Yoshitaka feat. Eri
115.0	3.0	7.0	9.0	FIGHTERS	三代目 J Soul Brothers
115.0	3.0	7.0	10.2	December in Strasbourg	nana(Sevencolors) feat. Mana
115.0	3.0	8.0	9.8	新蛇姫	BEMANI Sound Team "U1-ASAMi"
116.0	2.0	6.0	8.0	変じゃない!!	good-cool ft. すわひでお
116.0	3.0	6.0	8.0	Pink Rose	Kiyommy＋Seiya
116.0	3.0	6.0	9.0	Pink Rose [ 2 ]	Kiyommy＋Seiya
117.0	2.0	6.0	8.0	Alba	須田景凪
118.0	1.0	4.0	7.0	おにぎりディスコ	Blanc Bunny Bandit
118.0	3.0	5.0	8.0	Real Clothes<Album Mix>	Jazztronik
118.0	3.0	6.0	8.0	温故知新でいこっ！	日向美ビタースイーツ♪
119.0	3.0	6.0	9.5	幸せのかたち	あさき
120.0	2.0	5.0	7.0	Control	kary ng
120.0	2.0	5.0	8.0	CHEAT DANCER - short ver -	X.I.P.
120.0	2.0	6.0	8.0	Whatever	SOULHEAD
120.0	3.0	6.0	7.0	Share The World	東方神起
120.0	3.0	6.0	8.0	夏にキスしていいですか？	アルスマグナ
120.0	3.0	7.0	8.0	ウィリアム・テル序曲	W.T. Orchestra
120.0	3.0	7.0	9.8	Stella Sinistra	Akhuta Philharmonic Orchestra
120.0	3.0	7.0	10.2	恋歌疾風！かるたクイーンいろは	ねこまんまチーム！
120.0	3.0	8.0	9.7	Baroque Hoedown	Perrey&Kingsley
120.0	4.0	5.0	8.0	Parachute	トクマルシューゴ
120.0	5.0	8.0	10.4	Dragon Blade	Kozo Nakamura
121.0	2.0	7.0	8.0	MR.アンディ	UNISON SQUARE GARDEN
121.0	3.0	5.0	7.0	翡翠の狼	米津玄師
121.0	3.0	7.0	8.0	Love Train	Marin&Riena
121.0	3.0	7.0	9.1	Shadow and Truth	ONE III NOTES
121.0	4.0	6.0	8.0	LOSER	米津玄師
122.0	2.0	4.0	6.0	BLUE BIRD	浜崎あゆみ
122.0	2.0	5.0	6.0	明日ハレルヤ！	岡本真夜×大橋卓弥(fromスキマスイッチ)
122.0	2.0	5.0	7.0	完全無欠の無重力ダイブ	日向美ビタースイーツ♪
122.0	5.0	8.0	9.6	Mirage of the Mirror	SHAMDEL
123.0	2.0	5.0	7.0	Y.M.C.A.	VILLAGE PEOPLE
123.0	2.0	6.0	8.0	サマータイム	DigiCut
123.0	3.0	6.0	7.0	neko*neko	日向美ビタースイーツ♪
123.0	3.0	6.0	8.0	Metric	Hommarju
123.0	3.0	7.0	9.8	In the Breeze	96 & Sota ft. Mayumi Morinaga
124.0	2.0	5.0	8.0	Dragon Night	SEKAI NO OWARI
124.0	3.0	5.0	8.0	Synchronized Love J Rap Jam	ジョー・リノイエ
124.0	3.0	6.0	9.0	Dragon Night [ 2 ]	SEKAI NO OWARI
124.0	3.0	7.0	9.0	↑↑↓↓←→←→BA	meiyo
125.0	2.0	4.0	7.0	Runner	爆風スランプ
125.0	2.0	6.0	8.0	Spring Rouge	izna
125.0	2.0	7.0	9.3	バッドエンド・シンドローム (BEMANI SYMPHONY Arr.)	アリスシャッハと魔法の楽団 × onoken + gaQdan
125.0	3.0	4.0	5.0	負けないで	ZARD
125.0	3.0	5.0	8.0	Juicy	kors k Lovers DJ Yoshitaka
125.0	3.0	6.0	8.0	Che Che Chelip～魔法のコトバ～	Chelip
125.0	4.0	7.0	9.6	Vanity	Vivian
125.0	4.0	7.0	10.0	ダイナマイト	→ Pia-no-jaC ←
125.0	5.0	8.0	10.3	ムラサキグルマ	ここなつ Produced by はるなば
126.0	2.0	6.0	7.0	Silent Story	発熱巫女～ず
126.0	2.0	7.0	8.0	Haru Haru	BIGBANG
126.0	3.0	7.0	9.7	CUTIE	KO3
127.0	1.0	6.0	8.0	WAVES; Q;indivi+WISE	Q;indivi＋
127.0	2.0	5.0	8.0	ひかり	KREVA
127.0	4.0	7.0	9.2	ハッピーシンセサイザ	EasyPop
128.0	1.0	6.0	8.0	Garden of Love	MAKAI feat.青山テルマ
128.0	2.0	4.0	6.0	サンキュー。	大原櫻子
128.0	2.0	4.0	7.0	NANIMONO（feat.米津玄師）	中田ヤスタカ
128.0	2.0	5.0	7.0	僕らの永遠～何度生まれ変わっても、手を繋ぎたいだけの愛だから～	WEAVER
128.0	2.0	6.0	7.0	CARTOON HEROES	Aqua
128.0	2.0	6.0	8.0	ダンデライオン	BUMP OF CHICKEN
128.0	2.0	6.0	9.0	タンクトップは似合わない	ONIGAWARA
128.0	2.0	7.0	8.0	INVISIBLE WORLD	SILKY F
128.0	2.0	7.0	9.4	情熱大陸	葉加瀬太郎
128.0	2.0	7.0	9.6	ATRAX	BEMANI Sound Team "HuΣeR"
128.0	3.0	4.0	5.0	太陽の地図	MISIA
128.0	3.0	5.0	6.0	PONPONPON	きゃりーぱみゅぱみゅ
128.0	3.0	5.0	8.0	HEART BEAT	加藤ミリヤ
128.0	3.0	6.0	8.0	雑草	HIKAKIN & SEIKIN
128.0	3.0	6.0	9.6	ROCK THE PARTY	BEMANI Sound Team "KE!JU"
128.0	3.0	7.0	9.0	PRIME TIME	capsule
128.0	3.0	7.0	9.7	Vampire Killer	浅田 靖
128.0	3.0	7.0	9.8	ZIGZAG COWBOY	BEMANI Sound Team "劇団レコード"
128.0	3.0	8.0	9.0	FANTASTIC★DREAMER feat.SO-TA,Rhyzm Horse,Yoonji	MAYA feat.SO-TA,Rhyzm Horse,Yoonji
128.0	3.0	8.0	9.8	恋はどう？モロ◎波動OK☆方程式！！	あべにゅぅぷろじぇくと feat.佐倉紗織 produced by ave;new
128.0	4.0	5.0	6.0	Special One	kors k feat. Suzuyo Miyamoto
128.0	4.0	6.0	7.0	newsong	tacica
128.0	4.0	6.0	8.0	トラヴェルマシン	ヒルクライム
128.0	4.0	8.0	9.3	Chronos	TAG
128.0	4.0	8.0	9.5	情熱大陸 [ 2 ]	葉加瀬太郎
128.0	4.0	8.0	10.5	Crazy Shuffle	Yooh
128.0	5.0	8.0	9.7	Chronos [ 2 ]	TAG
128.0	5.0	9.8	10.7	Wowie Zowie!	Hommarju
129.0	2.0	7.0	8.0	マジLOVE1000%	ST☆RISH
130.0	1.0	5.0	7.0	にんじゃりばんばん	きゃりーぱみゅぱみゅ
130.0	1.0	5.0	9.0	エジソン	水曜日のカンパネラ
130.0	2.0	4.0	7.0	ユメイロコンパス	fourfolium
130.0	2.0	5.0	7.0	だから一歩前へ踏み出して	Hi-Fi CAMP
130.0	2.0	5.0	8.0	Happy Happy	ki☆ki
130.0	2.0	5.0	9.0	JINGO JUNGLE （Big Room Mix）	Remixed by BEMANI Sound Team "Sota Fujimori" feat.Nana Takahashi
130.0	2.0	5.0	9.1	ステラレギア	ここなつ2.0
130.0	2.0	6.0	8.0	きみはキョンシー RAM RIDER REMIX	シトラスラベンダー
130.0	2.0	7.0	8.0	メンドクサイ愛情	大島麻衣
130.0	3.0	4.0	8.0	あいのうた	肥塚良彦
130.0	3.0	5.0	7.0	Cake House (Korean.Ver)	TENSI LOVE
130.0	3.0	6.0	7.0	MIND SHIFT	WORLD ORDER
130.0	3.0	6.0	8.0	Musical Messenger	九州男
130.0	3.0	6.0	9.0	ジャパンパン～日本全国地元化計画～	C&K
130.0	3.0	7.0	8.0	On and On	中塚武
130.0	3.0	7.0	9.0	Kiss & Ride	中塚武
130.0	3.0	7.0	9.2	脳みそ夫体操メインテーマ	脳みそ夫
130.0	3.0	7.0	9.3	Ahead Of The Light	MIYAVI
130.0	3.0	7.0	9.7	VIKING SHIP	BEMANI Sound Team "劇団レコード"
130.0	3.0	7.0	9.8	チュッチュ♪マチュピチュ	ななひら,Nana Takahashi,猫体質 by BEMANI Sound Team "劇ダンサーレコード"
130.0	4.0	5.0	8.0	我が麗しのバレンシア	劇団レコード feat. Mille Face
130.0	4.0	6.0	8.0	Golden House	bma群星
130.0	4.0	6.0	9.4	ネハン	Somari
130.0	4.0	6.0	9.5	Six String Proof	BEMANI Sound Team "Yvya × Mutsuhiko Izumi"
130.0	4.0	7.0	8.0	come again	m-flo
130.0	4.0	7.0	9.7	prop the world	S-C-U
130.0	4.0	8.0	9.8	Concertino in Blue	佐々木博史
130.0	5.0	8.0	9.8	Holy Snow	Mutsuhiko Izumi
131.0	1.0	5.0	8.0	ロボットハニー	Aira Mitsuki
131.0	2.0	6.0	8.0	バカサバイバー	ウルフルズ
131.0	2.0	7.0	8.0	paparuwa	Fantastic Plastic Machine
131.0	3.0	4.0	5.0	Real voice	絢香
131.0	3.0	4.0	6.0	FREE FREE	鈴木亜美 joins 中田ヤスタカ(capsule)
131.0	4.0	6.0	8.0	Starlight Parade	肥塚良彦
132.0	2.0	5.0	7.0	Show up ! - short ver -	3 Majesty
132.0	2.0	5.0	9.0	You and Me / Punk	加藤浩義
132.0	2.0	6.0	8.0	BRANDNEW DAYS	Purple Days
132.0	2.0	6.0	9.0	川崎純情音頭	川崎純情小町☆
132.0	2.0	6.0	10.4	Beyond the BLUE	Asato × sak × 田島千種
132.0	3.0	6.0	8.0	陽炎 -movie version-	サカナクション
132.0	3.0	6.0	9.1	シュガーソングとビターステップ	UNISON SQUARE GARDEN
132.0	3.0	6.0	9.2	Virus Funk	Nhato
132.0	3.0	6.0	9.6	CRAZY ARTS	FAKE TYPE.
132.0	3.0	6.0	9.7	candii	八王子P
132.0	3.0	7.0	9.1	片目で異常に恋してる	ジェニーハイ
132.0	4.0	6.0	8.0	アルクアラウンド	サカナクション
132.0	4.0	6.0	9.0	やさしくなりたい	斉藤和義
132.0	4.0	7.0	9.6	Caribbean Coast	BEMANI Sound Team "劇団レコード"
132.0	4.0	7.0	9.7	朝色の紙飛行機	かめりあ
132.0	5.0	8.0	9.7	Towards the TOWER	SHAMDEL
133.0	1.0	5.0	8.0	鏡に恋して	礼賛
133.0	2.0	5.0	6.0	全力少年	スキマスイッチ
133.0	2.0	5.0	7.0	アンビリーバーズ	米津玄師
133.0	2.0	7.0	8.0	NEU!	√thumm
133.0	2.0	8.0	9.8	Dance My Generation	ゴールデンボンバー
133.0	3.0	5.0	7.0	流星ダンスフロア	ORESAMA
133.0	3.0	7.0	8.0	さよならトリップ	Dormir
133.0	3.0	7.0	9.5	Love 2 Shuffle	BEMANI Sound Team "Sota F." feat. Starbitz
133.0	3.0	7.0	9.7	Over “Quartzer”	Shuta Sueyoshi feat. ISSA
134.0	1.0	4.0	6.0	LOVE YOU	Q;indivi
134.0	1.0	6.0	9.1	6次の隔たり	BEMANI Sound Team "Sota F. Remixed by Coyaan"
134.0	2.0	5.0	6.0	ひだまりデイズ	妹S
134.0	2.0	5.0	7.0	Take Your Way	livetune adding Fukase(from SEKAI NO OWARI)
134.0	2.0	5.0	8.0	シャイン	宮野真守
134.0	2.0	6.0	8.0	キラキラ☆	Mizca
134.0	3.0	6.0	8.0	きょうもハレバレ	ふわりP Feat. GUMI's
134.0	4.0	6.0	9.3	斑咲花	mami,駄々子 by BEMANI Sound Team "Akhuta Works"
134.0	4.0	7.0	9.6	SWEET HOME PARTY	劇団レコード
135.0	1.0	5.0	6.0	RPG	SEKAI NO OWARI
135.0	2.0	4.0	7.0	SUSHI食べたいfeat.ソイソース	ORANGE RANGE
135.0	2.0	5.0	7.0	ブルー・フィールド	Trident (渕上 舞・沼倉愛美・山村 響)
135.0	2.0	5.0	8.0	MATATABISTEP	パスピエ
135.0	2.0	5.0	9.0	Glorious days	GRANRODEO
135.0	2.0	6.0	8.0	MirrorDance	androp
135.0	2.0	6.0	9.0	Reflection	加藤浩義
135.0	3.0	5.0	8.0	HeartLatte	TnyGinA
135.0	3.0	5.0	9.2	DANCE ALL NIGHT	Sota Fujimori
135.0	3.0	6.0	8.0	more more more	capsule
135.0	3.0	6.0	9.1	向日葵サンセット	ARM・まろん (IOSYS) × ランコ・パプリカ (豚乙女)
135.0	3.0	6.0	9.4	カラルの月	猫叉劇団
135.0	3.0	6.0	9.5	beyond the Ave.	BEMANI Sound Team "SYUNN"
135.0	3.0	6.0	10.4	sola [ 2 ]	小野秀幸
135.0	3.0	7.0	9.6	sola	小野秀幸
135.0	3.0	7.0	10.0	I miss you baby / Wizard	加藤浩義
135.0	4.0	6.0	8.0	鬼帝の剣	ALI PROJECT
135.0	4.0	7.0	9.3	カラルの月 [ 2 ]	猫叉劇団
135.0	4.0	7.0	9.5	50th Memorial Songs -Flagship medley-	BEMANI Sound Team
135.0	4.0	8.0	9.1	Get Off of My Way	MAN WITH A MISSON
135.0	5.0	7.0	8.0	50th Memorial Songs -Beginning Story-	BEMANI Sound Team
135.0	6.0	7.0	9.7	GIGA BREAK	96
135.0	6.0	10.1	10.2	Rejoin	BEMANI Sound Team "HuΣeR feat.PON"
136.0	1.0	5.0	8.0	Walkin',runnin',singin',fightin'	BREMEN
136.0	2.0	5.0	7.0	Be The One	PANDORA feat. Beverly
136.0	2.0	5.0	8.0	メモリーズ	ここなつ2.0
136.0	2.0	6.0	8.0	Sandstorm	Darude
136.0	3.0	5.0	7.0	My Precious	本場切絵（CV:白石晴香）
136.0	3.0	5.0	8.0	サブリナ	家入レオ
136.0	3.0	6.0	7.0	勝って泣こうゼッ!	T-Pistonz＋KMC
136.0	3.0	6.0	8.0	One Night Carnival	氣志團
136.0	3.0	7.0	8.0	拙者はSAMURAI FOOD	S-C-U a.k.a. Food Samurai × A応P
136.0	3.0	7.0	9.3	ルナティックモンスター	フーリンキャットマーク
136.0	3.0	7.0	9.4	アカリがやってきたぞっ	GYARI(ココアシガレットP)
136.0	3.0	7.0	9.5	Touch Me	BEMANI Sound Team "GekiReco & Sota F."
136.0	4.0	5.0	7.0	Scatman (Ski-Ba-Bop-Ba-Dop-Bop)	Scatman John
136.0	4.0	7.0	9.5	女言葉の消失	Sota Fujimori
136.0	4.0	8.0	10.3	nalca	onoken
136.0	6.0	9.0	10.1	50th Memorial Songs -The BEMANI History-	BEMANI Sound Team
137.0	1.0	3.0	6.0	レット・イット・ゴー～ありのままで～	松たか子
137.0	1.0	3.0	7.0	レット・イット・ゴー～ありのままで～ [ 2 ]	松たか子
137.0	1.0	5.0	7.0	あなたに恋をしてみました	chay
137.0	2.0	4.0	7.0	星に願いを	flumpool
137.0	2.0	5.0	8.0	HAPPY limelight	Qrispy Joybox feat.Megumi Tatsumi
137.0	2.0	6.0	9.4	Amazing Bomberman	TESSEI TOJO
137.0	3.0	5.0	7.0	PASSPORT	MEG
137.0	3.0	5.0	9.3	トウキョウ・シャンディ・ランデヴ	MAISONdes feat. 花譜, ツミキ
137.0	3.0	6.0	9.0	いっぽんでもニンジン	なぎらけんいち
137.0	3.0	7.0	10.0	アヤノトリ	BEMANI Sound Team "PHQUASE" feat.ななひら
137.0	4.0	6.0	8.0	Strawberry Chu♡Chu♡	ときめきアイドル project クッキーパラダイス
137.0	4.0	7.0	9.2	DEATH WORMHOLE	SOUND HOLIC feat.Nana Takahashi
138.0	2.0	4.0	8.0	Bad Apple!! feat. Nomico	Masayoshi Minoshima
138.0	2.0	5.0	8.0	GOOD LUCKY!!!!!	グッキー
138.0	2.0	6.0	7.0	STREET DANCER	SILKY F
138.0	2.0	6.0	9.0	dye it white	HaKU
138.0	3.0	5.0	8.0	幻想リフレクト	イルカブ
138.0	3.0	5.0	9.2	Too Late Snow	movies（moimoi × Xceon × Dai.）
138.0	3.0	6.0	8.0	SHINE×SHINE×SHINE×SHINE	エイプリルズ
138.0	3.0	6.0	9.5	Gimme a Big Beat	kors k
138.0	4.0	9.2	10.5	Too Late Snow [ 2 ]	movies（moimoi × Xceon × Dai.）
138.0	5.0	8.0	9.6	万華鏡	Jimmy Weckl
139.0	1.0	4.0	7.0	POP STAR	平井堅
139.0	2.0	4.0	6.0	Love so sweet	嵐
139.0	3.0	6.0	8.0	かくしん的☆めたまるふぉ～ぜっ！	土間うまる（CV:田中あいみ）
139.0	3.0	7.0	9.0	切ないほど	ゴールデンボンバー
139.0	3.0	7.0	9.1	リバースユニバース	ナユタン星人
139.0	5.0	6.0	8.0	HOT LIMIT	HIGH and MIGHTY COLOR
140.0	1.0	6.0	8.0	君をのせて feat.sayurina	新井大樹
140.0	2.0	3.0	6.0	Kiss Kiss	Chris Brown featuring T-Pain
140.0	2.0	4.0	6.0	My Love	川嶋あい
140.0	2.0	5.0	7.0	PROMiSE	MiChi
140.0	2.0	5.0	8.0	Resurrection	Dormir
140.0	2.0	5.0	9.8	SWEET CUBE	Plazma
140.0	2.0	6.0	7.0	風一揆	風男塾
140.0	2.0	6.0	8.0	となりのトトロ feat.sayurina	新井大樹
140.0	3.0	5.0	6.0	魁！ミッドナイト	RIKI
140.0	3.0	5.0	7.0	ECO FIGHTER	入尾信充
140.0	3.0	5.0	8.0	ハム太郎とっとこうた（すーぱーとっとこみっくす）	Remixed by BEMANI Sound Team "DJ TOTTO" feat.ななひら
140.0	3.0	6.0	7.0	虚空と光明のディスクール	日向美ビタースイーツ♪
140.0	3.0	6.0	8.0	陽炎	星野奏子
140.0	3.0	6.0	9.0	マジLOVEレボリューションズ	ST☆RISH
140.0	3.0	6.0	9.3	君をのせて feat.sayurina [ 2 ]	新井大樹
140.0	3.0	6.0	9.5	Light Shine	Ryu☆
140.0	3.0	6.0	10.0	METROPOLIS	→Pia-no-jaC←
140.0	3.0	7.0	9.1	Din Don Dan	Ryu☆ feat.Mayumi Morinaga
140.0	3.0	7.0	9.4	ギャ・ギャ・ギャ・ギャラクシー！	つきみぐー、
140.0	3.0	7.0	9.6	怪獣大戦争	BEMANI Sound Team "桃山珍太郎"
140.0	3.0	7.0	9.8	歌の翼	あーたん
140.0	3.0	8.0	9.6	Timepiece phase II (BEMANI SYMPHONY Arr.)	佐々木博史 × bermei.inazawa + gaQdan
140.0	3.0	8.0	9.7	Idola (BEMANI SYMPHONY Arr.)	iconoclasm × 原口 大 + gaQdan
