# bpm	bsc	adv	ext	title	artist
140.0	4.0	6.0	7.0	Shining Star	Sota Fujimori feat.Nagisa
140.0	4.0	6.0	8.0	亡国のヒストリア	劇団レコード
140.0	4.0	6.0	9.0	世界五分前仮説	有形ランペイジ
140.0	4.0	6.0	9.5	夏・KOI・ムッシュ!!	ビーチサンダルズ
140.0	4.0	6.0	9.8	Diargosの森	Mutsuhiko Izumi
140.0	4.0	8.0	9.5	すきなことだけでいいです	ピノキオピー
140.0	4.0	8.0	9.6	LUV CAN SAVE U	HIDEKI NAGANUMA
140.0	4.0	8.0	9.8	アドレナリン	U1 overground
140.0	5.0	6.0	8.0	bass 2 bass	Ryu☆
140.0	5.0	7.0	8.0	ミライプリズム(collaboration ver.)	ここなつ meets 日向美ビタースイーツ♪
140.0	5.0	7.0	9.4	流砂の嵐	劇団レコード
140.0	5.0	8.0	9.8	不可説不可説転	OSTER project
140.0	6.0	9.5	10.6	4x4 Parallel Universe	kamome sano
140.0	7.0	9.4	10.5	少年は空を辿る	Power Of Nature
141.0	2.0	5.0	7.0	愛をとりもどせ！！	クリスタルキング
141.0	2.0	6.0	8.0	夏祭り	ジッタリンジン
141.0	3.0	6.0	7.0	Dreamland。feat. RED RICE（from 湘南乃風）, CICO（from BENNIE K）	ハジ→
141.0	3.0	6.0	8.0	city talk	Half-Life
141.0	3.0	6.0	9.0	まぼろしウインク	A応P
141.0	3.0	6.0	9.5	野球の遊び方　そしてその歴史　～決定版～	あさき大監督
141.0	4.0	7.0	9.4	覚悟せよ！エンタンメ～ン ～より身の切り売り自暴自棄版～	マキシウキョウ
142.0	2.0	5.0	7.0	リーゼントブルース	RIKI
142.0	2.0	6.0	8.0	Everybody Say EDOGAWA	EDOist
142.0	2.0	6.0	9.6	MOVE! (We Keep It Movin')	Jonny Dynamite!,Lisa - paint with stars -,Rio Hiiragi by BEMANI Sound Team "U1-ASAMi"
142.0	2.0	6.0	10.0	POP TEAM EPIC	上坂すみれ
142.0	3.0	5.0	8.0	キライじゃないのぉ	まなみのりさ
142.0	3.0	6.0	8.0	嗶嗶嗶 -Bi Bi Bi-	謝金燕 -Jeannie Hsieh-
142.0	3.0	6.0	9.0	メギツネ	BABYMETAL
142.0	3.0	6.0	9.4	Nyan Cat	daniwellP feat. 桃音モモ
142.0	3.0	6.0	9.5	激闘保安官！DEMPA撲滅大作戦	ARM × かたほとり ft. ななひら
142.0	3.0	6.0	9.9	Condor	Remo-con
142.0	3.0	7.0	9.1	令和	ゴールデンボンバー
142.0	3.0	7.0	9.2	流砂の嵐 (BEMANI SYMPHONY Arr.)	劇団レコード Arranged by ござ
142.0	4.0	6.0	8.0	恋閃繚乱	2B-Waves
142.0	4.0	7.0	9.6	Analyse Katharsis	red glasses
142.0	4.0	8.0	10.2	Blue Sky	Sota F.
142.0	5.0	9.1	10.4	Caldwell 99	BlackY
143.0	2.0	4.0	7.0	ドリームメイカー	TRIPLANE
143.0	2.0	5.0	7.0	ごめんなさいのKissing You	E-Girls
143.0	2.0	5.0	8.0	紅空	lecca
143.0	2.0	5.0	9.3	衝動	HaKU
143.0	2.0	6.0	9.8	女々しくて [ 2 ]	ゴールデンボンバー
143.0	3.0	5.0	6.0	Follow Me	E-girls
143.0	3.0	6.0	8.0	only my railgun	fripSide
143.0	3.0	7.0	9.2	Kick It Out	ブンブンサテライツ
143.0	4.0	7.0	8.0	女々しくて	ゴールデンボンバー
143.0	4.0	7.0	9.6	maximum the hormone	マキシマム ザ ホルモン
143.0	7.0	9.2	10.4	Vermilion	Remo-con
144.0	1.0	4.0	6.0	キミ、メグル、ボク	秦 基博
144.0	2.0	4.0	6.0	抱いてセニョリータ	山下智久
144.0	2.0	5.0	8.0	Eternal Dream	BEMANI Sound Team "Coyaan"
144.0	3.0	6.0	8.0	夢有	Des-ROW・組
144.0	3.0	7.0	8.0	sister's noise	fripSide
144.0	3.0	8.0	10.0	StaRgAZER	BEMANI Sound Team "TAG"
144.0	4.0	7.0	8.0	天上の果て	マジックアカデミー管弦楽部×劇団レコード
144.0	5.0	6.0	9.5	アルストロメリア	TAG
144.0	5.0	8.0	10.8	Prayer	ぺのれり
145.0	1.0	4.0	6.0	My Sunshine	ROCK'A'TRENCH
145.0	1.0	5.0	7.0	Beautiful	Superfly
145.0	2.0	4.0	6.0	わくわくエブリデイ	白上フブキ・大神ミオ
145.0	2.0	4.0	7.0	ルミナスデイズ	ここなつ
145.0	2.0	5.0	7.0	つけまつける	きゃりーぱみゅぱみゅ
145.0	2.0	5.0	8.0	いーあるふぁんくらぶ	みきとP
145.0	2.0	5.0	9.3	恋をしたい、もう一度	デッドボールP feat.GUMI
145.0	2.0	6.0	8.0	いーあるふぁんくらぶ [ 2 ]	みきとP
145.0	2.0	6.0	10.3	JACK THE RIPPER feat. Iceon	猫大樹
145.0	3.0	5.0	7.0	We are チャリンコエンジェルス	浦安マリンエンジェルス
145.0	3.0	5.0	8.0	今	ET-KING
145.0	3.0	5.0	9.0	反撃	猫大樹
145.0	3.0	6.0	7.0	CAT'S EYE	杏里
145.0	3.0	6.0	8.0	eternal reality	fripSide
145.0	3.0	6.0	9.0	やんややんやNight ～踊ろよ和歌山～	ゴールデンボンバー
145.0	3.0	6.0	9.2	Freeway Shuffle	dj TAKA
145.0	3.0	6.0	9.8	In Scottish Highlands	Thomas Howard Lichtenstein
145.0	3.0	7.0	9.3	セツナトリップ	Last Note. feat. GUMI
145.0	4.0	6.0	9.6	デッドボヲルdeホームラン	猫叉Masterβ2
145.0	4.0	7.0	9.5	リカーシブ・ファンクション	OSTER Project
145.0	4.0	7.0	9.6	マホロバケーション	ももいろクローバーZ
145.0	4.0	7.0	10.2	freaky freak	kamome sano
145.0	4.0	8.0	9.5	YONA YONA DANCE	和田アキ子
145.0	5.0	8.0	9.3	ウラシブヤのテーマ	ヨっちゃん
145.0	6.0	8.0	10.2	FLOOR INFECTION Medley from SOUND VOLTEX×jubeat	United Composers from SOUND VOLTEX
146.0	2.0	4.0	6.0	PEACH	大塚愛
146.0	2.0	5.0	7.0	ツキミチヌ	CULTVOICE by S.S.D. PRODUCTS
146.0	2.0	5.0	8.0	こんがらガール	Charisma.com
146.0	2.0	6.0	8.0	AC版ディズニー ツムツムメドレー	©Disney
146.0	3.0	5.0	8.0	Finally Dive	ここなつ Produced by lapix
146.0	3.0	6.0	8.0	チャクラ	BENNIE K
146.0	3.0	6.0	9.8	zeeros	onoken
146.0	3.0	7.0	8.0	がんばれよ	TEE
147.0	2.0	5.0	8.0	Infinity	GIRL NEXT DOOR
147.0	3.0	5.0	8.0	ラグトレイン	稲葉曇
147.0	3.0	6.0	8.0	問答無用でGo！！	A応P
147.0	3.0	6.0	9.6	Drizzly Venom	日向美ビタースイーツ♪
147.0	3.0	7.0	9.0	銀河	フジファブリック
147.0	4.0	6.0	8.0	milky ice bear	S-C-U
147.0	4.0	7.0	9.0	This game	鈴木このみ
148.0	2.0	4.0	8.0	進め↑BAKATARATION	バカタレ共
148.0	2.0	5.0	7.0	HOT DOG	THE BAWDIES
148.0	3.0	6.0	8.0	キャッチーを科学する	アルカラ
148.0	4.0	8.0	10.1	Broken	dj TAKA feat.AiMEE
148.0	5.0	8.0	10.3	旅の終わりと祝祭の夜	月船古書堂
148.0	7.0	8.0	10.3	Macuilxochitl	TOMOSUKE
149.0	2.0	6.0	9.2	ドラマツルギー	Eve
149.0	2.0	6.0	9.8	朧 (BEMANI SYMPHONY Arr.)	HHH×MM×ST × 浦木 裕太 + gaQdan
149.0	3.0	5.0	8.0	blue moment	ソルラルBOB
149.0	3.0	6.0	8.0	Diver	NICO Touches The Walls
149.0	3.0	7.0	8.0	ザッツ！KAIYODO	はちきんガールズ
149.0	3.0	7.0	9.1	passionate fate	Ryu☆
149.0	4.0	5.0	9.0	Supercalifragilisticexpialidocious	ジュリー・アンドリュース
149.0	4.0	6.0	9.2	Second Heaven	Ryu☆
149.0	4.0	6.0	9.4	Right on time (Ryu☆ Remix)	Ryu☆
149.0	4.0	7.0	9.1	朧	HHH×MM×ST
150.0	1.0	4.0	7.0	少女レイ	みきとP
150.0	1.0	4.0	9.0	ミックスナッツ(TVアニメ『SPY×FAMILY』オープニング主題歌)	Official髭男dism
150.0	1.0	6.0	8.0	パンキッシュ☆	mihimaru GT
150.0	2.0	5.0	8.0	LOVE LOVE SHOW	THE YELLOW MONKEY
150.0	2.0	5.0	9.5	制作現場での出来事	猫大樹
150.0	2.0	6.0	8.0	時の妖花	ゲーム実況者わくわくバンド
150.0	2.0	6.0	9.3	キモチコネクト	東雲心菜 meets 日向美ビタースイーツ♪
150.0	2.0	6.0	9.5	黒髪乱れし修羅となりて～凛edition～	日向美ビタースイーツ♪
150.0	3.0	5.0	7.0	モンスターのかくれんぼ	Rihwa
150.0	3.0	6.0	8.0	Daydream café	Petit Rabbit's
150.0	3.0	6.0	9.0	キラーボール	ゲスの極み乙女。
150.0	3.0	6.0	9.1	黒髪乱れし修羅となりて	村正クオリア
150.0	3.0	6.0	9.2	Ha・lle・lu・jah	SOUND HOLIC feat. Nana Takahashi
150.0	3.0	6.0	9.3	Phantasmagoria	Maozon
150.0	3.0	6.0	9.4	Sky Is The Limit	Sota F. feat.Anna
150.0	3.0	6.0	9.6	I-W-U (I Want You)	nagomu tamaki
150.0	3.0	7.0	8.0	KUNG-FU MAMA	seiya-murai feat.ALT
150.0	3.0	7.0	9.0	もってけ！セーラーふく	泉こなた、柊かがみ、柊つかさ、高良みゆき
150.0	3.0	7.0	9.2	ヒトガタ	HIMEHINA
150.0	3.0	7.0	9.5	The Kingsroad	RINZO
150.0	3.0	7.0	10.0	Get On The Floor	RoughSketch
150.0	3.0	7.0	10.2	Glitter Cube	BEMANI Sound Team "dj TAKA"
150.0	3.0	7.0	10.3	Yelling	Blacklolita
150.0	3.0	8.0	10.3	少女、摩天楼へ	BEMANI Sound Team "U1 overground"
150.0	3.0	9.4	10.2	Romancing Layer	TAG
150.0	3.0	9.5	10.4	X-ray binary	BEMANI Sound Team "Trance Liquid"
150.0	3.0	9.5	10.5	V	TAKA
150.0	4.0	5.0	9.7	SWEET ANGEL	古川もとあき
150.0	4.0	6.0	9.6	BLACK JACKAL	Akira Complex
150.0	4.0	7.0	9.6	Sulk	SYUNN
150.0	4.0	7.0	9.7	spring pony	S-C-U
150.0	4.0	7.0	10.0	天国と地獄	UNISON SQUARE GARDEN
150.0	4.0	7.0	10.1	Life Without You	BEMANI Sound Team "Sota Fujimori"
150.0	4.0	7.0	10.2	トルコ行進曲	T.M. Orchestra
150.0	4.0	7.0	10.4	キヤロラ衛星の軌跡	工藤吉三（ベイシスケイプ）
150.0	4.0	8.0	9.4	Entrapment	Expander
150.0	4.0	8.0	10.2	PF flowing	dj TAKA
150.0	4.0	8.0	10.4	厳冬記	猫大樹
150.0	4.0	8.0	10.5	Thor's Hammer	ユニバーサル度胸兄弟
150.0	4.0	8.0	10.6	Necroxis Girl	BEMANI Sound Team "HuΣeR"
150.0	4.0	9.4	10.5	Indigo Nocturne	BEMANI Sound Team "Power Of Nature"
150.0	5.0	6.0	7.0	Chance and Dice	日本少年
150.0	5.0	7.0	9.7	Across the nightmare	Jimmy Weckl
150.0	5.0	7.0	10.3	Elysion ex machina	OSTER project
150.0	5.0	7.0	10.5	Northern Wind	Nhato
150.0	5.0	8.0	10.0	新たな幕開け	新井大樹
150.0	5.0	8.0	10.4	Riot of Color	TAG
150.0	5.0	8.0	10.6	Dance With The Dead	BEMANI Sound Team "SYUNN"
150.0	5.0	9.1	10.3	御千手メディテーション	昇天家族
151.0	3.0	6.0	9.5	O JIYA	ASMAT & emi
151.0	4.0	7.0	8.0	I/O	Ryu☆
151.0	4.0	8.0	10.6	StrayedCatz	削除
152.0	2.0	5.0	8.0	ちょちょいとちょいだよ夢浪漫	A応P
152.0	2.0	6.0	8.0	イマココ！この瞬間	日向美ビタースイーツ♪
152.0	2.0	7.0	10.3	Endless Beats ⇔ Endless Parties	かめりあ
152.0	3.0	5.0	8.0	カラフルミニッツ	Qrispy Joybox feat.mao
152.0	3.0	6.0	7.0	マスタッシュ	木村カエラ
152.0	3.0	6.0	8.0	GO	オワリカラ
152.0	3.0	6.0	9.0	エイリアンエイリアン	ナユタン星人
152.0	3.0	6.0	9.2	MONSTER DANCE	KEYTALK
152.0	3.0	6.0	9.7	マスターピース	mihimaru GT
152.0	3.0	7.0	9.5	猫侍の逆襲	猫叉Master
152.0	3.0	7.0	9.6	エイリアンエイリアン [ 2 ]	ナユタン星人
152.0	3.0	7.0	10.3	Virtual Bit	KAN TAKAHIKO
152.0	4.0	7.0	9.7	[E] [ 2 ]	dj MAX STEROID
152.0	4.0	8.0	9.6	Mother Ship	Sota Fujimori
152.0	4.0	8.0	9.7	SEED [ 2 ]	DJ YOSHITAKA
152.0	4.0	8.0	10.2	ラブキラ☆スプラッシュ	BEMANI Sound Team "Sota F." feat.いちか
152.0	6.0	8.0	9.6	[E]	dj MAX STEROID
152.0	7.0	8.0	9.8	SEED	DJ YOSHITAKA
153.0	2.0	6.0	9.0	ちゅ、多様性。	ano
153.0	2.0	7.0	8.0	Clumsy thoughts	猫叉Master feat. *spiLa*
153.0	3.0	6.0	7.0	Clover	Yum!Yum!ORANGE
153.0	3.0	6.0	8.0	スマイル一番 イイ♀	アンティック-珈琲店-
153.0	3.0	7.0	9.2	Braid & Blade	SHAMDEL
153.0	4.0	7.0	9.6	千年ノ理	猫叉Master
153.0	4.0	8.0	10.5	千年ノ理 [ 2 ]	猫叉Master
153.0	4.0	10.6	10.6	Sky High	Cuvelia
153.0	6.0	9.6	10.7	灼熱Beach Side Bunny	DJ Mass MAD Izm*
154.0	2.0	7.0	9.0	ダダパラ!!	girl next door
154.0	3.0	5.0	8.0	マーメイド	T!P
154.0	3.0	7.0	8.0	Prophet Vibe	Sota Fujimori feat.Calin
154.0	3.0	7.0	9.0	千本桜	黒うさP
154.0	4.0	7.0	8.0	Good-bye Chalon	猫叉Master+
154.0	4.0	7.0	9.7	NEON WORLD	SOUND HOLIC feat. Nana Takahashi
154.0	4.0	8.0	10.5	ZZ	D.J.Amuro
154.0	5.0	9.4	10.4	Sephirot	SHIKI
154.0	6.0	9.6	10.5	霖が哭く	Power Of Nature
155.0	2.0	5.0	8.0	夏休み is freedom!!	猫大樹
155.0	2.0	5.0	9.3	泡沫、哀のまほろば	幽閉サテライト
155.0	2.0	6.0	8.0	ヒーロー	鈴木友里絵
155.0	3.0	4.0	6.0	BLOOD on FIRE	AAA
155.0	3.0	5.0	6.0	キューティーハニー	倖田來未
155.0	3.0	5.0	7.0	全力バタンキュー	A応P
155.0	3.0	5.0	9.1	black bullet	fripSide
155.0	3.0	6.0	8.0	まるでマトリョーシカ	seiya-murai feat. ALT
155.0	3.0	6.0	9.4	紅蓮の焔	劇団レコードfeat.浅葉リオ
155.0	3.0	6.0	9.8	Underground Astronomy	D.watt (IOSYS)
155.0	3.0	7.0	9.0	らいらら	KRD8
155.0	3.0	7.0	10.4	Crescive Volt	Ark-Z
155.0	3.0	7.0	10.5	負けないよ…-Runners High-	猫大樹
155.0	3.0	8.0	10.1	Angritte	Lafale
155.0	4.0	6.0	8.0	ほしふり	Sana
155.0	4.0	7.0	8.0	Calling	紗羅マリー
155.0	4.0	7.0	9.1	Sweet Rain	Y&Co. feat. Karin
155.0	4.0	8.0	9.8	ウ”ィ”エ”	バーバパパ
155.0	4.0	8.0	10.2	Life is beautiful	BEMANI Sound Team "猫叉Master"
155.0	4.0	9.2	10.6	OVERHEAT -Type J-	DOUBLE IMPACT
155.0	5.0	6.0	8.0	IN THE NAME OF LOVE	Y&Co. feat. Erica
155.0	5.0	7.0	9.4	SUPER SUMMER SALE	BEMANI Sound Team "U1 overground"
155.0	6.0	9.5	9.5	MODEL FT2 Miracle Version	Mutsuhiko Izumi
156.0	2.0	5.0	6.0	シャナナ☆	MINMI
156.0	2.0	6.0	9.0	7 Colors	kors k feat.吉河順央
156.0	3.0	6.0	7.0	T・S・F in にっぽん！	橘・シルフィンフォード（CV:古川由利奈）
156.0	3.0	6.0	9.0	buddy	坂本真綾
156.0	3.0	7.0	8.0	労働 CALLING	怒髪天
156.0	4.0	6.0	9.8	Invisible Border	world sequence
156.0	4.0	7.0	10.0	ミッドナイト☆WAR	いちか
156.0	4.0	7.0	10.5	splash!	BEMANI Sound Team "Trance Liquid"
156.0	4.0	8.0	10.4	Croissant	BEMANI Sound Team "Expander"
156.0	5.0	7.0	9.3	キリステゴメン	東雲夏陽
156.0	5.0	8.0	10.2	In The Ruins	good-cool feat. CHiCO
157.0	2.0	5.0	7.0	フレンズ	レベッカ
157.0	2.0	7.0	9.3	Wow Wow VENUS	VENUS
157.0	3.0	5.0	9.3	でんでんぱっしょん	でんぱ組.inc
157.0	3.0	6.0	7.0	Ding Dong Bell	A応P
157.0	3.0	6.0	9.1	Daisuke	Y&Co.
157.0	3.0	7.0	8.0	Brand New World	VENUS
157.0	4.0	6.0	7.0	Queen's Paradise	Nanako
157.0	4.0	6.0	9.2	Queen's Paradise [ 2 ]	Nanako
157.0	4.0	7.0	9.7	Fairy Fair	ぺのれり
157.0	6.0	8.0	9.8	ギタ・ドラ・jubeat大夏祭りのテーマ	DNM盛り上げ隊
158.0	1.0	5.0	7.0	Go to the top	倖田來未
158.0	2.0	5.0	8.0	夢見る少女じゃいられない	相川七瀬
158.0	2.0	6.0	8.0	セカイがカフェになっちゃった！	Petit Rabbit's with beans
158.0	3.0	6.0	8.0	1 2 3 ～恋がはじまる～	いきものがかり
158.0	3.0	6.0	9.1	FUJIMORI -祭- FESTIVAL	VENUS
158.0	3.0	7.0	8.0	NISHIMURA -祭- CARNIVAL	S-C-U×U1 feat. VENUS
158.0	3.0	7.0	9.0	Bonjour, The World!!	中島由貴 feat. dj TAKA
158.0	4.0	6.0	8.0	Icicles	Jimmy Weckl
158.0	4.0	7.0	8.0	恋とキングコング	日向美ビタースイーツ♪
158.0	4.0	7.0	9.3	Icicles [ 2 ]	Jimmy Weckl
158.0	4.0	7.0	9.7	うらもからだも落花微塵	Nanako
158.0	4.0	7.0	10.1	Russian Caravan Rhapsody	Power Of Nature
158.0	5.0	8.0	9.8	Shining Wizard	96
158.0	5.0	9.1	10.5	FLOWER (BEMANI SYMPHONY Arr.)	DJ YOSHITAKA × onoken + gaQdan
159.0	1.0	6.0	8.0	じょいふる	いきものがかり
159.0	2.0	5.0	7.0	ふがいないや	YUKI
159.0	2.0	5.0	9.3	ダンシング	佐伯ユウスケ
159.0	3.0	6.0	9.4	ヒューマノイド	ずっと真夜中でいいのに。
159.0	3.0	7.0	8.0	Rocknrolla!	[Champagne]
159.0	3.0	7.0	9.0	Synchrogazer	水樹奈々
159.0	5.0	8.0	10.4	海神	兎々
160.0	1.0	5.0	7.0	PLAY THE GAME	ロードオブメジャー
160.0	1.0	5.0	9.2	みくみくにしてあげる♪【してやんよ】	ika
160.0	2.0	5.0	8.0	ハイパーリアリスト	パスピエ
160.0	2.0	5.0	9.1	THIS NIGHT (jubeat EDITION)	TЁЯRA
160.0	2.0	6.0	8.0	le mirage	Vivian
160.0	2.0	7.0	8.0	華爛漫 -Flowers-	TЁЯRA
160.0	2.0	7.0	9.0	TOON MANIAC	Theme from"TOON MANIA"
160.0	2.0	7.0	9.2	怪盗BisCoの予告状！！	Qrispy Joybox
160.0	2.0	7.0	10.0	海神 (BEMANI SYMPHONY Arr.)	兎々 Arranged by ござ
160.0	3.0	5.0	7.0	お茶づけ☆パラダイス	A応P
160.0	3.0	5.0	8.0	インベーダーインベーダー	きゃりーぱみゅぱみゅ
160.0	3.0	5.0	10.0	Surf on the Light	Tomoyuki Uchida
160.0	3.0	5.0	10.1	勇敢な髑髏	新井大樹
160.0	3.0	6.0	7.0	Promise	NEW STRIKE ZIPPER
160.0	3.0	6.0	8.0	LoveLove DokiDoki	水戸ご当地アイドル(仮)
160.0	3.0	6.0	9.0	MA・TSU・RI	かなたん,アマギセーラ,ぁゅ by BEMANI Sound Team "藤森崇多"
160.0	3.0	6.0	9.1	取り残された美術(Arranged:HiZuMi)	幽閉サテライト feat. senya
160.0	3.0	6.0	9.3	Samba Ramba	Y&Co. feat. Kanae Asaba
160.0	3.0	6.0	9.7	∞space	m@sumi
160.0	3.0	6.0	10.0	CAPTIVE	フルーティー♡
160.0	3.0	6.0	10.2	ラプンツェル	RoughSketch
160.0	3.0	6.0	10.6	LAST OATH	BEMANI Sound Team "劇団レコード"
160.0	3.0	7.0	8.0	キミとワタシのオンガク	seiya-murai feat. ALT
160.0	3.0	7.0	9.0	SOS	たむらぱん
160.0	3.0	7.0	9.2	ALL MY HEART -この恋に、わたしの全てを賭ける- [ 2 ]	SUPER HEROINE 彩香-AYAKA-
160.0	3.0	7.0	9.3	UROBOROS OVERDIVE	L.E.D. feat. YURiCa/花たん
160.0	3.0	7.0	9.4	Just a Game	Y&Co.
160.0	3.0	7.0	9.7	Love at First Sight	Fear, and Loathing in Las Vegas
160.0	3.0	7.0	10.4	ピザが食べたくてしょうがない皆さんの気持ちを代弁しました	コバヤシユウヤ(IOSYS) feat. Miko
160.0	3.0	8.0	9.7	Synergy For Angels	TAG×U1-ASAMi
160.0	3.0	8.0	10.2	狂水一華	BEMANI Sound Team "HuΣeR Vs. SYUNN" feat.いちか
160.0	4.0	5.0	8.0	I love マミー	荒牧陽子
160.0	4.0	6.0	8.0	スペースカーニバル	shooting star
160.0	4.0	6.0	9.0	A to Z	OSAKA翔GANGS
160.0	4.0	6.0	9.1	スペースカーニバル [ 2 ]	shooting star
160.0	4.0	6.0	10.2	関門突破撃	新井大樹
160.0	4.0	7.0	8.0	ALL MY HEART -この恋に、わたしの全てを賭ける-	SUPER HEROINE 彩香-AYAKA-
160.0	4.0	7.0	9.1	回レ！雪月花	歌組雪月花
160.0	4.0	7.0	9.3	取り残された美術(Arranged:HiZuMi) [ 2 ]	幽閉サテライト feat. senya
160.0	4.0	7.0	9.4	Hunny Bunny	U1 overground
160.0	4.0	7.0	9.5	ヤマトなでなで♡かぐや姫	ロマンチック♡Prim姫
160.0	4.0	7.0	9.7	ミカヅキ:コネクト	かゆき
160.0	4.0	7.0	9.8	Slang	Kozo Nakamura
160.0	4.0	8.0	9.3	Theory of Eternity	TAG
160.0	4.0	8.0	10.3	エンドルフィン	U1 overground
160.0	4.0	9.1	10.7	Last Dress	はるなば
160.0	4.0	9.6	10.6	DIAVOLO	度胸兄弟
160.0	5.0	7.0	9.4	Dream drip macchiato	BEMANI Sound Team "TAG"
160.0	5.0	7.0	10.4	Time Lapse	Hommarju
160.0	5.0	8.0	9.6	Magnetic	Sota Fujimori
160.0	5.0	8.0	10.6	Never See You Again	BEMANI Sound Team "U1 overground"
160.0	5.0	9.1	10.7	RUINA	Dustup VS MAX MAXIMIZER
160.0	5.0	9.7	10.3	BLUE STRAGGLER	L.E.D.
160.0	5.0	9.7	10.5	雨上がりの空に	猫大樹
160.0	6.0	8.0	10.1	パ→ピ→プ→Yeah!	ヒゲドライバー join. shully & Nimo
160.0	6.0	8.0	10.6	croiX	TeamGrimoire+あま猫
160.0	6.0	9.3	10.5	Jazz is Rad	ARM(IOSYS)+Brasscapsule
160.0	6.0	9.6	10.5	Prowler	BEMANI Sound Team "Yvya"
160.0	6.0	9.8	10.4	STELLAR WIND	L.E.D.
161.0	1.0	6.0	7.0	タッチ	岩崎良美
161.0	4.0	8.0	10.2	蟲の棲む処	かめりあ feat. Nana Takahashi
161.0	5.0	8.0	9.8	この子の七つのお祝いに	あさき
162.0	2.0	6.0	7.0	CRAZY FOR YOU	Kylee
162.0	3.0	5.0	9.3	ふしぎなくすり	上野圭市 feat. SATOE
162.0	3.0	6.0	8.0	コイノチカラ	石阪久美子
162.0	3.0	6.0	9.1	3 A.M. ディテクティブ・ゲーム	日向美ビタースイーツ♪
162.0	3.0	6.0	9.4	ロールプレイングゲーム	そらまふうらさか
162.0	3.0	6.0	9.6	エレシュキガル	Noah
162.0	3.0	6.0	9.8	DENPA NEVER DIE	かめりあ feat. ななひら
162.0	4.0	7.0	9.1	ロストワンの号哭	Neru
162.0	4.0	8.0	9.5	ロストワンの号哭 [ 2 ]	Neru
162.0	4.0	8.0	10.2	恋とメロンとキューピット	まろん feat. キャサリン
163.0	3.0	5.0	7.0	ギャグ	星野源
163.0	3.0	6.0	8.0	15 Doors	moumoon
163.0	3.0	6.0	9.2	凛として咲く花の如く(V)	大神ミオ
163.0	3.0	6.0	9.5	Fly far bounce	猫叉Master
163.0	3.0	7.0	9.0	Don't Break Me Down	A-One
163.0	4.0	6.0	9.1	凛として咲く花の如く	紅色リトマス
163.0	5.0	6.0	9.2	凛として咲く花の如く ～ひなビタ♪ edition～	日向美ビタースイーツ♪
164.0	2.0	6.0	9.2	planarian	S-C-U
164.0	3.0	4.0	6.0	にんげんっていいな	ガガガSP
164.0	3.0	5.0	8.0	スーパーフレア	The Mirraz
164.0	3.0	6.0	8.0	バビロニア	劇団レコード
164.0	3.0	6.0	9.6	attack in the minor key	Mr.T
